,acc,prec_macro,prec_micro,prec_wht,recall_macro,recall_micro,recall_wht,f1_macro,f1_micro,f1_wht
xgBoostLSTM0Layer_2,0.8970287516322156,0.8823539222873242,0.8970287516322156,0.9101300770516276,0.9106863672412928,0.8970287516322156,0.8970287516322156,0.8911014144620959,0.8970287516322156,0.8988580607699393
xgBoostLSTM1Layer_2,0.9206804799329869,0.9069132509072664,0.9206804799329869,0.9256505932561656,0.92615995359604,0.9206804799329869,0.9206804799329869,0.9146986372441709,0.9206804799329869,0.9215951339274109
xgBoostLSTM2Layer_2,0.94264455887063,0.934958339426594,0.94264455887063,0.9430493716514066,0.9393203340203522,0.94264455887063,0.94264455887063,0.9370684761540587,0.94264455887063,0.9427876300212784
xgBoostLSTM3Layer_2,0.9498879006627412,0.9474364749451959,0.9498879006627412,0.9497444879745092,0.9415431831498,0.9498879006627412,0.9498879006627412,0.9443759729417996,0.9498879006627412,0.9497218137743824
xgBoostLSTM4Layer_2,0.940870679248072,0.9347009877698438,0.940870679248072,0.9408856518046445,0.9349170775426222,0.940870679248072,0.940870679248072,0.9348088650499499,0.940870679248072,0.940878025714338
xgBoostLSTM5Layer_2,0.9283056985882876,0.9224054871765006,0.9283056985882876,0.9280812688730432,0.9189038063609948,0.9283056985882876,0.9283056985882876,0.920610215447684,0.9283056985882876,0.9281565023099424
xgBoostLSTM6Layer_2,0.9276774495552982,0.9259160856453458,0.9276774495552982,0.9274681599944982,0.9133127586952456,0.9276774495552982,0.9276774495552982,0.9190838735693934,0.9276774495552982,0.9271346460976364
xgBoostLSTM7Layer_2,0.9299317549089656,0.9338168256384294,0.9299317549089656,0.9306598553774772,0.9108756841331604,0.9299317549089656,0.9299317549089656,0.9207419662294858,0.9299317549089656,0.9289815915327282
xgBoostLSTM0Layer_4,0.8211338047254182,0.658791087593089,0.8211338047254182,0.8627763957284137,0.7067359874639969,0.8211338047254182,0.8211338047254182,0.6677922157822218,0.8211338047254182,0.8330203959491874
xgBoostLSTM1Layer_4,0.8378255192293479,0.6766567003947871,0.8378255192293479,0.8530340768967363,0.7008359042482104,0.8378255192293479,0.8378255192293479,0.6763213258886953,0.8378255192293479,0.8423854952393629
xgBoostLSTM2Layer_4,0.8464485451723374,0.6737610388665547,0.8464485451723374,0.8499289131935686,0.6797925836071723,0.8464485451723374,0.8464485451723374,0.6660880994680957,0.8464485451723374,0.8453114209275405
xgBoostLSTM3Layer_4,0.8496883392052034,0.6695783801421265,0.8496883392052034,0.8543029836947188,0.6665192826615871,0.8496883392052034,0.8496883392052034,0.6582551350513823,0.8496883392052034,0.8490888685493333
xgBoostLSTM4Layer_4,0.8526817610682698,0.6857947412729778,0.8526817610682698,0.8530542418150713,0.679933409723669,0.8526817610682698,0.8526817610682698,0.6733188093247572,0.8526817610682698,0.8489248751905427
