,acc,prec_macro,prec_micro,prec_wht,recall_macro,recall_micro,recall_wht,f1_macro,f1_micro,f1_wht
MLP_2,0.8716677044266496,0.8970528578549508,0.8716677044266496,0.8944582989542766,0.8682000293435947,0.8716677044266496,0.8716677044266496,0.8687424824911347,0.8716677044266496,0.8692849941881816
MLPSimpleLayers_2,0.8845986764940124,0.9053218223364848,0.8845986764940124,0.9029687933650014,0.8815156586916808,0.8845986764940124,0.8845986764940124,0.8824317795844742,0.8845986764940124,0.8828736874177671
Adv_2,0.880421089213571,0.9026950594531888,0.880421089213571,0.9002575691201903,0.8772078811844475,0.880421089213571,0.880421089213571,0.8780184961237223,0.880421089213571,0.8784924703279928
AdvSimpleLayers_2,0.8929176501252553,0.9079692111199986,0.8929176501252553,0.9059828372504548,0.8903126457409891,0.8929176501252553,0.8929176501252553,0.8913863098559383,0.8929176501252553,0.8917433735870278
Wht_2,0.8754688020388364,0.8994993403033071,0.8754688020388364,0.8969714799841132,0.8721105662513359,0.8754688020388364,0.8754688020388364,0.8727776625558958,0.8754688020388364,0.8732899543411787
WhtSimpleLayers_2,0.8732895060745159,0.8980638135377159,0.8732895060745159,0.895499335389828,0.8698704188395989,0.8732895060745159,0.8732895060745159,0.8704684533823361,0.873289506074516,0.870997703517002
QVK_2,0.8299931942252277,0.8718014074424243,0.8299931942252277,0.8685358613142623,0.8253356344391178,0.8299931942252277,0.8299931942252277,0.8235510535982103,0.8299931942252277,0.8244845061296686
QVKSimpleLayers_2,0.8254535976483877,0.8387632390464852,0.8254535976483877,0.8408238086297373,0.8281807832587091,0.8254535976483877,0.8254535976483877,0.8244509867623905,0.8254535976483877,0.8240836765470184
LSTM_2,0.8344821095005721,0.8417420701501173,0.8344821095005721,0.840541391596192,0.8324194599980943,0.8344821095005721,0.8344821095005721,0.8328920064072863,0.8344821095005719,0.8333433204597412
LSTMSimpleLayers_2,0.905283887690236,0.9083689635280772,0.905283887690236,0.9075593745901204,0.904133155622406,0.905283887690236,0.905283887690236,0.9048619576380824,0.905283887690236,0.9050373719150376
Transformer_2,0.8755556842699721,0.8808613088258854,0.8755556842699721,0.8797937068314732,0.8739375973605208,0.8755556842699721,0.8755556842699721,0.874699974810832,0.8755556842699721,0.8749866607203949
TransformerSimpleLayers_2,0.9014755498921212,0.9134255549525198,0.9014755498921212,0.9116617437995568,0.8991848446824176,0.9014755498921212,0.9014755498921212,0.9003207884099621,0.9014755498921212,0.9006178291679182
randomForest_2,0.9488770471625712,0.9502341683371642,0.9488770471625712,0.9497151013866098,0.9482185493792828,0.9488770471625712,0.9488770471625712,0.9487487296718216,0.9488770471625709,0.9488197304075512
xgBoost_2,0.947465210906616,0.9486230064540296,0.947465210906616,0.9481551905016512,0.9468591926588804,0.947465210906616,0.947465210906616,0.9473433647626268,0.947465210906616,0.9474134941507386
deepForest_2,0.9500861582125428,0.951933623120193,0.9500861582125428,0.9513026204579159,0.949308423198478,0.9500861582125428,0.9500861582125428,0.9499381498657118,0.9500861582125428,0.9500135139027666
xgBoostAdv0Layer_2,0.8942064032204347,0.8979342680702099,0.8942064032204347,0.8992093445626557,0.8956302144272146,0.8942064032204347,0.8942064032204347,0.8941313290833924,0.8942064032204347,0.8940532748419434
xgBoostAdv0LayerSimpleLayers_2,0.8333816012395199,0.8558593878247259,0.8333816012395199,0.8585346152104039,0.8368601309821686,0.8333816012395199,0.8333816012395199,0.8316135140186587,0.8333816012395199,0.8311357944162723
xgBoostAdv1LayerSimpleLayers_2,0.92006834735516,0.9200773855613159,0.92006834735516,0.9200699368327944,0.9199251810286712,0.92006834735516,0.92006834735516,0.9199932339462412,0.92006834735516,0.9200611057977786
xgBoostAdv2LayerSimpleLayers_2,0.8797549921081973,0.8802012420405572,0.8797549921081973,0.8808012630466556,0.8803315790248653,0.8797549921081973,0.8797549921081973,0.8797534786719913,0.8797549921081973,0.8797652896516889
xgBoostLSTM0Layer_2,0.8490928047032248,0.8637815728568106,0.8490928047032248,0.8660061213486643,0.8518932920954478,0.8490928047032248,0.8490928047032248,0.848179423046753,0.8490928047032248,0.847853391920612
xgBoostLSTM0LayerSimpleLayers_2,0.8955096366874702,0.9000441084663773,0.8955096366874702,0.90143040684202,0.8970676519998557,0.8955096366874702,0.8955096366874702,0.8954062690164316,0.8955096366874702,0.8953152330942642
xgBoostLSTM1LayerSimpleLayers_2,0.8956109992904617,0.8989453357237344,0.8956109992904617,0.9001647793466145,0.8969632675551391,0.8956109992904617,0.8956109992904617,0.8955507941430463,0.8956109992904617,0.8954813657703936
xgBoostLSTM2LayerSimpleLayers_2,0.8923167146932334,0.8936882812379922,0.8923167146932334,0.8945512082645072,0.8932273227766265,0.8923167146932334,0.8923167146932334,0.8923095446052707,0.8923167146932334,0.8922852159305867
MLP_4,0.6849215887864001,0.6378632418664959,0.6849215887864001,0.7135561617373458,0.5249388371925561,0.6849215887864001,0.6849215887864001,0.5270452853585766,0.6849215887864001,0.6561465361909128
MLPSimpleLayers_4,0.6962307592058964,0.6431607356810426,0.6962307592058964,0.7181210061337967,0.5408957658675119,0.6962307592058964,0.6962307592058964,0.548094139681436,0.6962307592058964,0.6719401319742673
Adv_4,0.7077933361328719,0.6242417577558197,0.7077933361328719,0.6934398645636338,0.5491758203722924,0.7077933361328719,0.7077933361328719,0.5656311348458113,0.7077933361328719,0.6828658073239166
AdvSimpleLayers_4,0.7099219507956964,0.6199993133744959,0.7099219507956964,0.6850521684526066,0.5481226702482357,0.7099219507956964,0.7099219507956964,0.5684470768614441,0.7099219507956964,0.6825767475682386
Wht_4,0.7104070432528707,0.6255288874075813,0.7104070432528707,0.6984758948108891,0.5551738991008083,0.7104070432528707,0.7104070432528707,0.5739526976237992,0.7104070432528707,0.6895601991574577
WhtSimpleLayers_4,0.6908368206895553,0.5699641531072847,0.6908368206895553,0.6573811246481013,0.520914700122871,0.6908368206895553,0.6908368206895553,0.5351019032131422,0.6908368206895553,0.6636295333287112
QVK_4,0.6617602340028091,0.6138090946744442,0.6617602340028091,0.6430490427435761,0.4705486933977687,0.6617602340028091,0.6617602340028091,0.4813040270323326,0.6617602340028091,0.602865923135232
QVKSimpleLayers_4,0.504271709697505,0.4456452418245872,0.504271709697505,0.6010371933627923,0.41342873640023947,0.504271709697505,0.504271709697505,0.32584880912079994,0.504271709697505,0.4738380647013881
LSTM_4,0.7262196093195673,0.6797367478655134,0.7262196093195673,0.7331676476370284,0.5548113668913464,0.7262196093195673,0.7262196093195673,0.522685060909724,0.7262196093195673,0.6685109013519578
LSTMSimpleLayers_4,0.6943048697490551,0.5897789856175877,0.6943048697490551,0.6821772927598648,0.5153108843194748,0.6943048697490551,0.6943048697490551,0.4627017344728879,0.6943048697490551,0.6304900865562212
Transformer_4,0.6683126022676262,0.44281574848807936,0.6683126022676262,0.5740190935490308,0.5300208555953871,0.6683126022676262,0.6683126022676262,0.4675548219366208,0.6683126022676262,0.608581764017037
TransformerSimpleLayers_4,0.7604729289448153,0.7123773827368576,0.7604729289448153,0.7512094815176916,0.6152903004425443,0.7604729289448153,0.7604729289448153,0.6230246206152678,0.7604729289448154,0.7281965162448683
randomForest_4,0.7652442114713506,0.6929895427366818,0.7652442114713506,0.7836464158448242,0.6599835860414774,0.7652442114713506,0.7652442114713506,0.6601039516875019,0.7652442114713505,0.7626058915022764
xgBoost_4,0.7623843380298007,0.6872652792714908,0.7623843380298007,0.7795056136741043,0.6579602785000851,0.7623843380298007,0.7623843380298007,0.6538374556775433,0.7623843380298007,0.7573572957538819
deepForest_4,0.772245471263702,0.6971864326341747,0.772245471263702,0.786216163231278,0.6683568008790054,0.772245471263702,0.772245471263702,0.6705212373401455,0.772245471263702,0.77034441999669
xgBoostAdv0Layer_4,0.7061932550427895,0.6928255469483517,0.7061932550427895,0.7936687676116214,0.6500474455803673,0.7061932550427895,0.7061932550427895,0.622996549041583,0.7061932550427895,0.7148391807646732
xgBoostAdv0LayerSimpleLayers_4,0.7270522307012844,0.6876684234764222,0.7270522307012844,0.7869333673472227,0.6563887768550536,0.7270522307012844,0.7270522307012844,0.6427935607304538,0.7270522307012844,0.7361497002491527
xgBoostAdv1LayerSimpleLayers_4,0.7425317482152942,0.6535595780283813,0.7425317482152942,0.7482084985726452,0.6150888458670276,0.7425317482152942,0.7425317482152942,0.6252006014546689,0.7425317482152942,0.7386732208578983
xgBoostAdv2LayerSimpleLayers_4,0.7121808888052246,0.6551047645758644,0.7121808888052246,0.7465004439465925,0.6168256257188589,0.7121808888052246,0.7121808888052246,0.6219389256863211,0.7121808888052245,0.720747022337748
xgBoostLSTM0Layer_4,0.7978105677753805,0.7270863715869951,0.7978105677753805,0.7990651985553736,0.7216908309926793,0.7978105677753805,0.7978105677753805,0.7171261105463468,0.7978105677753804,0.7940139444862889
xgBoostLSTM0LayerSimpleLayers_4,0.7357694145585658,0.669615121963296,0.7357694145585658,0.7579369476841928,0.661670521482578,0.7357694145585658,0.7357694145585658,0.6378074298098082,0.7357694145585658,0.7298038950223832
xgBoostLSTM1LayerSimpleLayers_4,0.6727580764274027,0.5496478914691172,0.6727580764274027,0.6635986023045661,0.5497415688842024,0.6727580764274027,0.6727580764274027,0.5128519663802402,0.6727580764274027,0.6449508132227557
xgBoostLSTM2LayerSimpleLayers_4,0.6191155388870386,0.50231880332934,0.6191155388870386,0.638644567152648,0.505102847648476,0.6191155388870386,0.6191155388870386,0.4459642342495773,0.6191155388870386,0.5896694736251046
MLP_6,0.6221346964190041,0.3638910696378952,0.6221346964190041,0.5938596646585255,0.30678436006111925,0.6221346964190041,0.6221346964190041,0.30016586074022605,0.6221346964190041,0.5802158802037555
MLPSimpleLayers_6,0.6235103317453192,0.4480599306373465,0.6235103317453192,0.6418960115531539,0.3258965282869369,0.6235103317453192,0.6235103317453192,0.319770423128267,0.6235103317453192,0.5818541673706531
Adv_6,0.6655613316149959,0.4945621273412858,0.6655613316149959,0.6436595989666642,0.4168976328874688,0.6655613316149959,0.6655613316149959,0.4239343636128505,0.6655613316149959,0.6315610354357987
AdvSimpleLayers_6,0.6341172041298021,0.4278607800689129,0.6341172041298021,0.6137796584498916,0.3614937922374104,0.6341172041298021,0.6341172041298021,0.3730832845888698,0.6341172041298021,0.6018524256028852
Wht_6,0.6420814086505742,0.3876827379282561,0.6420814086505742,0.5850200133347532,0.3618476550898369,0.6420814086505742,0.6420814086505742,0.36682851195584015,0.6420814086505742,0.6050245067065759
WhtSimpleLayers_6,0.6245529185189476,0.4477823877441736,0.6245529185189476,0.627561094817327,0.3502305579186647,0.6245529185189476,0.6245529185189476,0.3539919636246745,0.6245529185189476,0.5880732185038189
QVK_6,0.6133306303305869,0.3875144934961106,0.6133306303305869,0.6062823230607935,0.32071742473844744,0.6133306303305869,0.6133306303305869,0.2966542983201151,0.6133306303305869,0.5616445701463131
QVKSimpleLayers_6,0.6414442722889124,0.3463323966778968,0.6414442722889124,0.5701553764725724,0.3377183326198668,0.6414442722889124,0.6414442722889124,0.2717476611309668,0.6414442722889124,0.5429821077869921
LSTM_6,0.6734893352061281,0.498347930713942,0.6734893352061281,0.6505386840566121,0.4423265072168065,0.6734893352061281,0.6734893352061281,0.4270035973292625,0.6734893352061281,0.6306641355626514
LSTMSimpleLayers_6,0.6455784184537859,0.4840308320675604,0.6455784184537859,0.6312057891101006,0.40750208578261377,0.6455784184537859,0.6455784184537859,0.4183684923591646,0.6455784184537859,0.6164776185507382
Transformer_6,0.6189417744247673,0.2696766151273336,0.6189417744247673,0.5123849011910016,0.34439597571830705,0.6189417744247673,0.6189417744247673,0.2912756129156962,0.6189417744247673,0.5549069219562769
TransformerSimpleLayers_6,0.6581546214106778,0.4784701166325809,0.6581546214106778,0.6444908101509168,0.4067627912732861,0.6581546214106778,0.6581546214106778,0.4113309263362259,0.6581546214106778,0.6297436644644056
randomForest_6,0.6847695448819126,0.43883726801682793,0.6847695448819126,0.6873540896389292,0.4163028738581479,0.6847695448819126,0.6847695448819126,0.40893694017089294,0.6847695448819126,0.6735481665752551
xgBoost_6,0.6861813811378676,0.4322129171201909,0.6861813811378676,0.6855776275702884,0.4130774767701604,0.6861813811378676,0.6861813811378676,0.4021550909873833,0.6861813811378676,0.6718040450940852
deepForest_6,0.6852618775250149,0.4430356947463173,0.6852618775250149,0.6869417413339562,0.4204815376014997,0.6852618775250149,0.6852618775250149,0.4136267911167683,0.6852618775250149,0.6735579081883755
